index,0,1,2,3,4
143,0.000107895,0.99954194,0.000104459,6.63E-05,0.000179375
144,0.9998387,4.12E-05,5.07E-05,8.41E-06,6.10E-05
145,0.003730781,0.005358238,0.005643122,0.000229644,0.98503816
146,6.12E-05,6.61E-05,1.74E-05,0.9998256,2.97E-05
147,0.001826718,0.007297848,0.27105471,0.6548979,0.064922795
148,2.34E-06,4.19E-05,3.87E-05,0.99990857,8.48E-06
149,0.000219749,0.000225217,0.000319153,0.99717826,0.002057596
150,1.91E-05,0.00173511,0.000342801,0.99782836,7.46E-05
151,0.000379169,0.000125938,9.39E-05,0.9993396,6.14E-05
152,0.004743492,0.91547126,0.017983636,0.001067985,0.060733635
153,4.88E-05,8.53E-05,3.61E-05,0.9993795,0.000450173
154,0.00291751,0.03143636,0.92241096,0.03466936,0.008565808
155,0.99479115,0.004381991,0.000268377,5.13E-05,0.000507304
156,0.002716751,0.99429,0.000163103,0.002229327,0.00060082
157,0.9703925,0.001163906,0.000193916,0.018905332,0.009344325
158,0.003239455,0.13175765,0.008123003,0.000935952,0.85594386
159,0.001045372,0.99070585,0.001835672,0.005845957,0.000567116
160,0.9329854,0.000628437,0.004072007,0.002674209,0.05963995
161,0.9142866,0.077065036,0.003328046,0.00193649,0.003383844
162,0.004501239,0.000652587,0.000440797,0.0165268,0.9778786
163,0.6907371,0.004231039,0.005627361,0.003972797,0.29543164
164,0.009096223,0.9745533,0.00099512,0.001186447,0.014168935
165,0.003896096,0.99089116,0.000313797,0.001793232,0.003105714
166,0.001589786,0.001404643,0.13193734,0.001597378,0.86347085
167,0.001315521,0.013994825,0.96642816,0.001136937,0.017124558
168,0.97445375,0.020583453,0.00036535,0.000466657,0.004130854
169,0.008110112,6.25E-05,0.000129681,5.40E-05,0.9916438
170,0.008824922,0.9590837,0.020912377,0.010883292,0.000295808
171,0.38112018,0.33061475,0.006608339,0.012971344,0.2686854
172,0.02539512,0.9635412,0.002454401,0.007317671,0.001291674
173,0.000532036,0.9977061,0.001029537,0.000131955,0.00060036
174,0.000411834,6.16E-05,0.006360532,6.40E-05,0.9931021
175,0.41369924,0.013269077,0.02316781,0.549086,0.000777793
176,0.00362767,6.17E-05,0.000504299,0.000120596,0.9956857
177,0.001189657,0.99431705,0.003247023,0.000984026,0.000262175
178,7.32E-06,1.93E-05,1.63E-05,0.9999286,2.84E-05
179,0.000184359,1.82E-05,1.31E-05,2.51E-05,0.9997593
180,0.25281206,0.002225719,0.17507032,0.104822814,0.46506912
181,0.000256683,0.9958867,0.000816583,0.000218528,0.002821544
182,0.29677612,0.04270836,0.61251915,0.03340977,0.014586555
183,0.98738754,0.00074534,0.000689404,0.00645594,0.004721796
184,0.00537286,0.990701,8.19E-05,0.000552589,0.003291703
185,0.99956644,0.000124558,6.46E-05,3.69E-05,0.000207561
186,2.13E-05,0.000660883,8.67E-05,0.9991621,6.90E-05
187,0.9982492,0.000633152,0.0004082,7.31E-05,0.000636412
188,0.005691241,0.9929417,0.001095417,0.000180088,9.16E-05
189,0.000550482,0.015496922,0.9713756,0.002325367,0.010251696
190,2.43E-05,6.42E-05,1.68E-05,0.9998112,8.35E-05
191,0.001879605,0.99514264,0.001027879,0.000296264,0.001653648
192,0.000835252,0.000505861,0.001213801,0.000816944,0.9966281
193,0.8892166,0.008687429,0.000581006,0.022776695,0.07873832
194,8.29E-05,0.99894935,0.000569922,0.000107053,0.0002908
195,1.35E-05,2.13E-05,3.77E-05,0.99991924,8.20E-06
196,0.034948092,0.9167034,0.018822875,0.008990293,0.020535365
197,0.000925259,0.036530852,0.9440953,0.016072098,0.002376524
198,0.013236314,0.007549699,0.004767368,0.9739463,0.000500356
199,0.8656858,0.005264984,0.048608407,0.06955336,0.010887338
200,0.9856579,0.000513104,0.00015265,0.000194027,0.013482386
201,0.98571587,0.001022813,0.000158705,0.000327597,0.012775013
202,0.000661171,0.9983799,0.000705316,0.000131586,0.000122104
203,0.000184048,0.9987205,0.000813425,0.000136796,0.000145263
204,2.69E-05,9.00E-05,2.40E-05,0.9998004,5.87E-05
205,0.97804004,0.001353558,0.005813672,0.000601661,0.014191136
206,2.88E-05,0.000122567,0.000174996,0.9995324,0.000141221
207,7.55E-06,4.20E-05,5.83E-05,0.9998599,3.22E-05
208,6.99E-05,0.005843539,0.9922966,0.000303528,0.001486404
209,0.000301998,0.99904597,0.000230397,0.000291736,0.000129957
210,0.99982023,5.52E-05,3.85E-05,1.06E-05,7.56E-05
211,0.99294937,0.002808472,0.003479075,0.000168679,0.000594411
212,1.73E-05,2.22E-05,4.18E-05,0.99988425,3.45E-05
213,0.9972308,0.000611966,0.0017212,3.31E-05,0.00040291
214,0.000258918,0.001966818,0.00032489,0.86264354,0.1348058
215,0.000771409,0.001766224,0.001954632,0.99206734,0.003440357
216,0.000935121,0.042232536,0.95580214,0.000684485,0.000345721
217,0.000246259,0.02290774,0.97633237,0.000317165,0.00019644
218,0.004130601,0.008636682,0.97939616,0.006662842,0.00117369
219,0.94259703,0.001608361,0.001260142,0.000916869,0.053617574
220,0.12292647,0.04383727,0.7744075,0.05494201,0.003886727
221,0.000191557,0.017316943,0.9773346,0.0004504,0.00470652
222,4.77E-06,1.34E-05,6.72E-06,0.99996537,9.73E-06
223,3.56E-05,0.000393816,0.000645561,0.9987947,0.000130445
224,0.040756457,0.92475986,0.028230643,0.003095391,0.003157586
225,6.69E-05,0.012476673,0.98355037,0.0027505,0.001155645
226,0.99935114,0.000109018,0.000134105,1.55E-05,0.000390287
227,0.0295975,0.94192636,0.000269591,0.027265105,0.000941344
228,5.17E-05,0.001573503,0.003374226,0.994198,0.000802534
229,0.99531806,0.00014076,0.000201994,0.001538876,0.002800361
230,0.000962515,0.99835885,0.00019748,0.000239358,0.000241797
231,0.000183448,0.9993988,2.68E-05,0.000183361,0.000207569
232,0.000105503,3.57E-05,0.006660012,0.000102651,0.9930962
233,0.009412701,0.009809409,0.001733141,0.97822857,0.000816178
234,0.07486644,0.8392353,0.006034164,0.075403765,0.004460285
235,5.78E-05,0.000364102,0.00039477,0.9983327,0.00085068
236,0.9980631,0.000110687,0.000310145,0.000353403,0.001162652
237,0.000504386,0.99839604,0.000192507,0.000525882,0.000381146
238,0.001921055,3.12E-05,0.000202807,9.09E-05,0.9977539
239,1.67E-05,0.000154066,0.000118643,0.999499,0.000211566
240,0.001307705,0.99802625,0.000234349,0.000135639,0.000296005
241,0.000363789,0.000391402,0.00013189,4.87E-05,0.99906415
242,0.48043823,0.45120898,0.05986207,0.005267936,0.003222836
243,0.000275489,0.99900293,0.000370675,0.00018488,0.000165983
244,0.12892936,0.061109323,0.5663763,0.24123406,0.00235093
245,0.018961852,0.022055969,0.90929925,0.049017064,0.000665928
246,0.025603041,0.000947133,0.046379328,0.001887059,0.9251834
247,0.001309649,0.76721805,0.002779805,0.22448447,0.004207992
248,0.9979418,0.000685687,0.000102585,7.46E-05,0.001195323
249,0.029006368,0.91840553,0.002705734,0.019590577,0.03029177
250,0.9987335,0.000176822,0.000725524,4.72E-05,0.000316973
251,5.02E-05,8.94E-06,1.82E-05,4.93E-06,0.9999177
252,0.9414686,0.006811774,0.015716787,0.021458006,0.014544833
253,0.99225837,0.001919479,0.000191676,0.002303416,0.003327147
254,5.22E-05,0.000366854,0.000313538,0.99853384,0.000733577
255,4.27E-06,2.60E-05,5.84E-05,0.9998811,3.02E-05
256,3.89E-05,8.96E-05,0.000165166,0.9989891,0.000717233
257,0.009454119,0.89392644,0.001767773,0.044373393,0.05047835
258,4.96E-05,1.19E-05,3.62E-05,1.97E-05,0.9998826
259,0.5924934,0.17695491,0.16740578,0.042011477,0.021134436
260,9.62E-06,6.84E-05,1.64E-05,0.99985474,5.08E-05
261,0.001134518,0.04799578,0.93890315,0.001683327,0.010283293
262,0.004339776,0.01257548,0.003020449,0.001191525,0.9788728
263,0.8563489,0.000320777,0.000152489,9.55E-05,0.14308232
264,0.020913245,0.00020721,0.037886105,0.000220004,0.94077337
265,0.98113537,0.002883517,0.000967512,0.000349517,0.014664084
266,2.93E-05,0.001351042,0.99782485,0.000197985,0.000596765
267,0.99969447,6.84E-05,7.37E-06,3.61E-05,0.000193761
268,0.99874437,0.000438829,0.000354995,0.000143024,0.000318696
269,0.003395588,0.040148243,0.83641326,0.1186413,0.001401591
270,0.000194186,0.001472805,0.00011724,0.000136913,0.9980788
271,0.8441526,0.036503226,0.048803028,0.032377325,0.038163833
272,3.06E-06,3.02E-05,9.40E-05,0.9998208,5.19E-05
273,0.00028256,0.000682223,0.98322755,9.19E-05,0.015715804
274,0.50780696,0.047430947,0.09319048,0.02143436,0.33013728
275,0.5079435,0.101307295,0.38698128,0.002216296,0.001551546
276,0.98934156,0.000110395,0.000208416,9.78E-05,0.01024189
277,0.000133041,0.9994329,0.000212584,0.000127419,9.39E-05
278,0.106278345,0.8795799,0.000343676,0.007529642,0.006268485
279,8.97E-06,0.000129192,3.57E-05,0.9998108,1.53E-05
280,0.03962123,0.011101258,0.020294366,0.92448294,0.004500234
281,0.015624625,0.9822795,0.000774082,0.000413806,0.00090803
282,0.000468659,0.9973787,8.46E-05,0.001451383,0.000616551
283,0.000112388,0.032279126,0.9655563,0.001069544,0.000982566
284,0.63217634,0.015451374,0.020467188,0.13335516,0.1985499
285,1.03E-05,3.49E-05,3.13E-05,0.99979573,0.000127836
286,2.93E-06,1.15E-05,7.64E-06,0.9999603,1.76E-05
287,0.00145359,0.012278352,0.31800428,0.005797412,0.6624664
288,0.001511072,0.002989591,0.99403954,0.000859499,0.000600266
289,0.006488455,0.9887317,0.000155096,0.000284218,0.004340613
290,0.003567685,0.01608903,0.09051474,0.88564646,0.004182023
291,0.000282472,0.010858093,0.9871483,0.000732031,0.000979112
292,0.001305583,0.9965688,0.001526994,0.000444965,0.000153648
293,0.016377272,0.980183,0.000754947,0.000571442,0.002113298
294,0.98211944,0.001401251,0.000426197,0.000336286,0.01571684
295,0.000640765,0.9974767,0.001452297,0.000219709,0.000210511
296,0.001624613,0.007290416,0.9890553,0.001755339,0.000274433
297,0.001606659,0.000280502,0.001770504,0.003432337,0.99291
298,0.000173131,0.00025426,0.008100871,0.990822,0.000649677
299,0.001715929,0.012417768,0.106827185,0.10116365,0.7778755
300,0.000251532,0.9991199,0.00027185,0.000208925,0.000147808
301,0.00131693,0.001092276,0.000965673,0.105925515,0.8906997
302,7.40E-05,0.024365807,0.97398436,0.001149192,0.000426643
303,0.044483025,0.000293706,0.001901118,0.000295353,0.9530269
304,0.99528587,0.001031932,0.000289914,0.000716303,0.00267594
305,0.007668742,0.00023055,0.001541436,0.000542809,0.99001634
306,0.000558175,5.53E-05,0.000529121,4.21E-05,0.99881536
307,0.00011289,0.99947786,0.000196177,6.61E-05,0.000147043
308,3.90E-05,0.000752261,0.000148703,0.99900264,5.73E-05
309,0.9687816,0.021779314,0.003523913,0.002690509,0.003224658
310,0.01154386,0.018002782,0.8239231,0.14473525,0.001794991
311,0.97082126,0.002340244,0.002371846,0.001558978,0.022907678
312,2.34E-05,0.000149423,0.000141666,0.9992609,0.000424626
313,3.10E-05,0.005671996,0.9937177,0.000190402,0.000388948
314,0.001784914,8.14E-05,0.000608078,0.000398749,0.9971269
315,0.000125109,0.9997522,5.91E-05,2.72E-05,3.65E-05
316,0.05027303,0.9301461,0.000172898,0.001154009,0.018253917
317,0.9974338,7.01E-05,6.81E-05,2.20E-05,0.002406023
318,0.000251022,0.002452819,0.000938319,0.9962845,7.33E-05
319,0.006232563,0.000604074,0.003950494,0.001121634,0.9880912
320,1.33E-05,2.83E-05,2.33E-05,0.9999145,2.04E-05
321,0.91694957,0.000791472,0.000791477,0.008922441,0.072545
322,0.000569787,0.13514161,0.34606224,0.000661987,0.51756436
323,0.000266766,0.009699188,0.9326807,0.040430933,0.01692237
324,0.99227524,0.001189546,1.75E-05,0.000152746,0.006364943
325,4.94E-05,0.000140126,0.001720325,0.99800795,8.21E-05
326,0.15826783,0.098095596,0.59172237,0.093453474,0.058460705
327,0.9650046,0.000492324,0.00155123,0.000340272,0.03261149
328,6.24E-05,0.000823307,0.0063893,0.99252623,0.00019874
329,0.001319952,0.001005403,0.00048378,0.9961898,0.001001084
330,0.000119547,0.9983454,0.001066157,0.000270093,0.000198814
331,1.38E-05,0.000287703,0.000325768,0.9993064,6.64E-05
332,8.72E-05,0.9994658,0.000367926,5.77E-05,2.13E-05
333,0.5464295,0.007802876,0.014994681,0.00249743,0.42827553
334,0.9102871,0.000296393,0.000760589,5.71E-05,0.08859883
335,0.000729078,0.98899156,0.009592315,0.000490431,0.000196594
336,0.000332332,0.009847456,0.9893156,0.000284634,0.000219999
337,0.000511833,0.00356578,0.00033541,0.99294156,0.002645427
338,0.000147897,0.000348365,0.000230446,0.99840766,0.000865662
339,5.59E-05,3.40E-05,9.33E-05,3.15E-05,0.99978524
340,6.34E-05,0.000480133,0.001477841,0.9978782,0.000100474
341,0.99925214,6.13E-05,0.000486222,0.000120921,7.95E-05
342,2.14E-05,0.000280492,0.002366884,0.99728173,4.95E-05
343,7.85E-05,0.008095666,0.9901098,0.000574515,0.00114145
344,5.47E-05,0.00388624,0.99516916,0.000112449,0.000777444
345,0.000368984,0.000154425,0.001101149,0.000149108,0.99822634
346,0.05641041,0.02510178,0.90981257,0.004009932,0.004665376
347,0.00120919,0.008802792,0.012186822,0.97718126,0.000619927
348,0.007058416,0.002669699,0.009690424,0.29107365,0.6895078
349,4.53E-05,0.006731182,0.9906703,0.000359684,0.002193546
350,0.000317937,0.9986122,0.000744353,0.00017457,0.000150918
351,0.9963865,0.000304943,0.000124663,8.26E-05,0.003101261
352,0.000172191,2.62E-05,8.59E-05,0.000195808,0.9995198
353,1.40E-05,8.22E-05,0.000121171,0.999656,0.000126619
354,0.007007753,0.03338191,0.9386717,0.020339888,0.000598766
355,0.98299646,0.001795021,2.98E-05,1.64E-05,0.015162358
356,3.47E-05,6.14E-05,0.000182334,0.9995909,0.000130584
357,0.005279567,0.992552,0.001318251,0.000319337,0.000530908
358,0.6096675,0.11798532,0.051473685,0.014472249,0.20640126
359,0.9933626,0.000710695,0.003322273,0.000120466,0.002483928
360,0.000368199,0.000203508,0.000466772,0.1324205,0.866541
361,0.2091879,0.78550375,0.000444134,0.002857066,0.002007161
362,0.14265274,0.007852278,0.5473311,0.29983166,0.002332248
363,0.022507317,0.042227603,0.73404354,0.1987743,0.00244721
364,0.23539591,0.005609167,0.7156828,0.002688015,0.04062416
365,0.002182294,0.053594626,0.9402151,0.00223275,0.001775202
366,0.008776266,0.043457262,0.9400004,0.001705275,0.006060773
367,0.004515261,0.032304015,0.027509894,0.93504494,0.000625881
368,0.7596544,0.024291217,0.18196996,0.010601411,0.023482975
369,0.008119376,0.00028987,0.000210937,0.000108032,0.9912718
370,0.023362646,0.000589973,0.006266825,0.000727936,0.9690527
371,2.58E-05,0.000252106,6.44E-05,0.99960726,5.04E-05
372,0.002343613,0.98263264,0.012928313,0.000258521,0.00183689
373,0.9902546,0.000747184,0.000173562,0.003123744,0.005701021
374,0.002373272,0.00204729,0.002671268,0.99283063,7.75E-05
375,0.000196393,0.99921876,0.000226176,0.000131251,0.000227403
376,0.000177912,0.9974884,0.002106687,7.50E-05,0.000152026
377,0.9970983,0.000201186,0.000410828,0.000549593,0.001740067
378,0.9978968,0.000193061,0.001200003,9.21E-05,0.000618137
379,0.4687933,0.010532026,0.021974158,0.018340169,0.48036036
380,0.000280848,0.000601594,0.000498719,0.99610883,0.002509999
381,0.8840841,0.000618699,0.001176803,0.001060164,0.11306019
382,3.48E-05,9.69E-05,0.000184029,0.9994087,0.000275512
383,0.03317597,0.054860283,0.90467894,0.006242751,0.001042112
384,0.00069141,0.001856806,0.001479458,0.99589473,7.76E-05
385,0.001409997,0.002325575,0.004602918,0.9894098,0.002251692
386,0.000585674,0.062217526,0.91773874,0.017444124,0.00201388
387,0.011086955,0.033962447,0.8131062,0.1410717,0.000772687
388,2.53E-05,2.96E-05,2.26E-05,0.9997718,0.000150741
389,0.000886808,0.998628,0.000112563,0.000218873,0.000153661
390,0.006261151,0.05461826,0.9307745,0.006235751,0.00211041
391,0.78137714,0.017654803,0.1965024,0.002076673,0.002388971
392,2.17E-05,0.000271491,0.000182923,0.999329,0.000194919
393,0.98712003,0.000148949,7.65E-05,3.55E-05,0.012619033
394,0.005230883,0.044640224,0.6932942,0.2514638,0.00537082
395,0.002996339,0.97131985,0.000792599,0.005602527,0.019288765
396,0.007134515,0.019170871,0.8903216,0.015874919,0.067498066
397,3.94E-05,0.000257681,0.001666005,0.9975478,0.000489133
398,0.002518077,0.9968351,0.000138651,0.000125029,0.00038309
399,0.000380733,0.999283,8.57E-05,3.91E-05,0.000211331
400,0.000515203,0.9981648,0.000553445,0.000281464,0.000485142
401,7.39E-05,4.50E-05,0.000140066,0.000274336,0.9994666
402,2.82E-05,0.000383407,0.000138845,0.9994141,3.55E-05
403,0.11343167,0.001124705,0.053395223,0.003101368,0.82894707
404,0.000142585,0.99263555,0.00019649,4.27E-05,0.006982713
405,0.009916408,0.9885685,0.000361113,0.000338479,0.000815483
406,0.9973032,0.001485259,0.000219656,6.57E-05,0.000926121
407,0.12892275,0.8474352,0.01941343,0.003203919,0.001024697
408,0.021385973,0.002757619,0.001786101,0.9723778,0.001692608
409,0.000180825,0.00024501,0.000259316,0.9992088,0.000105983
410,0.93868846,0.039563656,0.002968851,0.01541538,0.003363585
411,0.001491154,0.00664364,0.04968204,0.9415802,0.000602943
412,0.005881821,0.99050254,0.000231888,0.00191679,0.001467013
413,0.99056214,0.000236464,0.000212717,9.84E-05,0.008890204
414,0.000216593,0.006647304,0.003795046,0.9885417,0.000799339
415,0.000520807,5.01E-05,0.00012236,0.001459878,0.9978468
416,0.000838821,0.036131863,0.8123743,0.14681241,0.003842644
417,0.000287383,0.9990009,0.000490346,6.57E-05,0.000155599
418,0.000274115,0.004997478,0.019620867,0.9746542,0.000453326
419,4.49E-05,0.000212561,0.000351475,0.9989308,0.000460203
420,0.021042671,0.002496286,0.021869015,0.003796976,0.95079505
421,0.9954921,7.55E-05,7.83E-05,2.64E-05,0.004327769
422,0.99905807,0.000141071,7.27E-05,1.85E-05,0.000709628
423,7.68E-05,0.016435092,0.9810923,8.43E-05,0.002311652
424,6.87E-06,8.32E-06,9.31E-06,0.9999423,3.32E-05
425,0.9872977,0.001250156,0.003663789,0.000318852,0.007469471
